,text_id,annotators_id,text,initial_paragraph,topic,is_noise_or_spam_text,related_to_election_2024,toxicity,polarized,profanity_obscenity,threat_incitement_to_violence,insults,identity_attack,sexually_explicit,agreement_is_noise_or_spam_text,agreement_related_to_election_2024,agreement_toxicity,agreement_polarized,agreement_profanity_obscenity,agreement_threat_incitement_to_violence,agreement_insults,agreement_identity_attack,agreement_sexually_explicit,cleaned_text
21222,3-1696,['20'],"Terlalu banyak hukum yang dilanggar Israel selama ini dan dibiarkan saja. Yang sebaliknya, jika terjadi pada mereka maka akan dengan cepat mereka bilang ""Mereka telah melanggar peraturan.""",,Jewish,0,0,1,1,0,0,1,1,0,True,True,True,True,True,True,True,True,True,"Terlalu banyak hukum yang dilanggar Israel selama ini dan dibiarkan saja. Yang sebaliknya, jika terjadi pada mereka maka akan dengan cepat mereka bilang ""Mereka telah melanggar peraturan."""
21227,3-170,"['19', '18']","orang yang gila kekuasaan emang gajelas bangett, jadi tantrum #PrabowoPenindas",,Disabilitas,0,1,1,1,0,0,1,0,0,True,True,True,True,True,True,True,True,True,"orang yang gila kekuasaan emang gajelas bangett, jadi tantrum #PrabowoPenindas"
21237,3-1709,['20'],Sebuah Upaya Penyelamatan Janin Dari Rahim Ibunya yang Syahid Akibat Pemboman YAHUDI ISRAEL LAKNATULLAH JAHANNAM di Gaza.,,Jewish,0,0,1,1,1,0,0,1,0,True,True,True,True,True,True,True,True,True,Sebuah Upaya Penyelamatan Janin Dari Rahim Ibunya yang Syahid Akibat Pemboman YAHUDI ISRAEL LAKNATULLAH JAHANNAM di Gaza.
21250,3-1720,['20'],"‎'‎Saya pikir selama ini Gaza yg terjajah. Ternyata justru dialah satu-satunya yg melawan. اتنمية w서 X JEDDAHS جدة قمة JEDDAH 02ار6ن Sementara negeri muslim lain tunduk pada yahudi @doniriw‎'‎ Saya pikir selama ini Gaza yg terjajah. Ternyata justru dialah yg melawan. Sementara negeri muslim lain tunduk pada yahudi.

@doniriw",,Jewish,0,0,1,1,0,0,1,0,0,True,True,True,True,True,True,True,True,True,"‎'‎Saya pikir selama ini Gaza yg terjajah. Ternyata justru dialah satu-satunya yg melawan. اتنمية w서 X JEDDAHS جدة قمة JEDDAH 02ار6ن Sementara negeri muslim lain tunduk pada yahudi @doniriw‎'‎ Saya pikir selama ini Gaza yg terjajah. Ternyata justru dialah yg melawan. Sementara negeri muslim lain tunduk pada yahudi.

@doniriw"
21258,3-1728,"['20', '18']","Asli Gue baru kali ini ketemu Ama fans yg berasa mereka itu pusat dunia,,seluruh dunia harus berputar disekeliling mereka doang,,merasa idol mereka doang yang paling disukai🙄membabi buta nyerang orang lain yg gak sependapat sama 😑 Sipaling🥱",,Disabilitas,0,0,1,0,0,0,1,0,0,True,True,True,False,True,True,True,False,True,"Asli Gue baru kali ini ketemu Ama fans yg berasa mereka itu pusat dunia,,seluruh dunia harus berputar disekeliling mereka doang,,merasa idol mereka doang yang paling disukai🙄membabi buta nyerang orang lain yg gak sependapat sama 😑 Sipaling🥱"
21274,3-1742,['20'],"Klrga kerajaan Inggris keliatannya aja santun, humanis, dll. Pdhl mreka pendukung setia Israel secara utuh. Ga usahlah klen tonton Liga Premier itu. Campakkan ajalah itu! 🤣🤣🤣",,Jewish,0,0,1,1,0,1,0,0,0,True,True,True,True,True,True,True,True,True,"Klrga kerajaan Inggris keliatannya aja santun, humanis, dll. Pdhl mreka pendukung setia Israel secara utuh. Ga usahlah klen tonton Liga Premier itu. Campakkan ajalah itu! 🤣🤣🤣"
21284,3-1751,['20'],#GazaWar #NoOilForIsrael Mujahidin Al-Qassam l bentrok dengan tank Israel di dalam pagar pemisah dekat lokasi militer Erez Lokasi tersebut diserang dengan mortir & rudal untuk menghentikan bantuan dari kendaraan yang terbakar yang menjadi sasaran di sekitar lokasi @ShamsiAli2,,Jewish,0,0,1,1,0,0,0,1,0,True,True,True,True,True,True,True,True,True,#GazaWar #NoOilForIsrael Mujahidin Al-Qassam yang bentrok dengan tank Israel di dalam pagar pemisah dekat lokasi militer Erez. Lokasi tersebut diserang dengan mortir dan rudal untuk menghentikan bantuan dari kendaraan yang terbakar yang menjadi sasaran di sekitar lokasi @ShamsiAli2
21293,3-176,"['19', '18']","Dalam banyak hal, memilih netral dan tidak memihak mungkin bisa menjadi sikap yang paling bijak. Tapi jika bersikap netral atas pembantaian Israel terhadap Palestina selama ini, hanya menunjukkan kalau moralmu itu JONGKOK, TENGKUREP, atau memang samasekali gak punya moral",,Jewish,0,0,1,1,0,0,1,0,0,True,True,True,True,True,True,True,False,True,"Dalam banyak hal, memilih netral dan tidak memihak mungkin bisa menjadi sikap yang paling bijak. Tapi jika bersikap netral atas pembantaian Israel terhadap Palestina selama ini, hanya menunjukkan kalau moralmu itu JONGKOK, TENGKUREP, atau memang samasekali gak punya moral"
21299,3-1765,['20'],Teroris sesungguhnya adalah bangsa Israel yang telah membuat sodara sodara kami di Palestina menderita. Bebaskan Palestina segera 🇵🇸 Allahu Akbar ✊,,Jewish,0,0,1,1,0,0,0,1,0,True,True,True,True,True,True,True,True,True,Teroris sesungguhnya adalah bangsa Israel yang telah membuat sodara sodara kami di Palestina menderita. Bebaskan Palestina segera 🇵🇸 Allahu Akbar ✊
21314,3-1779,"['20', '23', '31']","Lucu juga ya melihat alur cerita kehidupan, ada seorang alumni ITB dalam keadaan ODGJ masih dicari teman-teman seangkatannya. Ada juga alumni UGM (belum ODGJ sih) ijasahnya justru dipertanyakan seluruh rakyatnya.",,Disabilitas,0,0,1,0,0,0,1,0,0,True,True,False,False,True,True,False,True,True,"Lucu juga ya melihat alur cerita kehidupan, ada seorang alumni ITB dalam keadaan ODGJ masih dicari teman-teman seangkatannya. Ada juga alumni UGM (belum ODGJ sih) ijasahnya justru dipertanyakan seluruh rakyatnya."
21332,3-1795,['20'],"Suka ngeri klo liat odgj dibully bocil2 kematian. Terakhir gw jalan di gang penegak, si odgj pegang piso sambil jalan cari bocil2 yg isengin dia, untung dia gak nyerang orang2 random bjirr☠️. Dan untung nya lagi rame sih warga yg berusaha nenangin si odgj",,Disabilitas,0,0,1,0,0,0,1,0,0,True,True,True,True,True,True,True,True,True,"Suka ngeri klo liat odgj dibully bocil2 kematian. Terakhir gw jalan di gang penegak, si odgj pegang piso sambil jalan cari bocil2 yg isengin dia, untung dia gak nyerang orang2 random bjirr☠️. Dan untung nya lagi rame sih warga yg berusaha nenangin si odgj"
21335,3-1798,"['20', '23', '31']",ZIONIS YAHUDI LAKNATTULLAH PENGECUT DAN AS ANJING ADALAH TERORIS PECUNDANG .,,Jewish,0,0,1,0,1,0,0,0,0,True,True,False,False,False,True,False,False,True,Zionis Yahudi Laknattullah pengecut dan as anjing adalah teroris pecundang.
21340,3-1801,['20'],"Gue ngebayangin lho kalau Pak Jokowi ngambek karena RS Indonesia terus dirudal Israel dan rakyat Palestina terus dibunuhi, sementara sekutu-sekutu Israel diam ? 😅🤔",,Jewish,0,0,1,1,0,0,0,1,0,True,True,True,True,True,True,True,True,True,"Gue ngebayangin lho kalau Pak Jokowi ngambek karena RS Indonesia terus dirudal Israel dan rakyat Palestina terus dibunuhi, sementara sekutu-sekutu Israel diam ? 😅🤔"
21342,3-1803,['20'],"Lagi masak mie nyemek, eh suami nyletuk ""ini produk israel bukan?"" 😩😩😩😩",,Jewish,0,0,1,0,0,0,0,1,0,True,True,True,True,True,True,True,True,True,"Lagi masak mie nyemek, eh suami nyletuk ""ini produk israel bukan?"" 😩😩😩😩"
21344,3-1805,"['20', '18']",Jalur Gaza terus mengalami kehancuran. Pembantaian terus dilakukan oleh ZIONIS NAZI ISRAEL TERORIS STATE,,Jewish,0,0,1,1,0,0,0,1,0,True,True,True,True,True,True,False,True,True,Jalur Gaza terus mengalami kehancuran. Pembantaian terus dilakukan oleh Zionis Nazi Israel Teroris State.
21359,3-1819,"['20', '18']",PutusanMKMKTOk.!!! . Putusan MKMK Paman Gibran Bersalah Ada yang masih tidak percaya bahwa Putusan MAHKAMAH KONSTITUSI Cacat hukum?? Ayo jadilah manusia yang realistis demi ke adilan Bangsa ini. Bahwa MK sudah dikangkangi Keluarga Pak Lurah untuk melancarkan Putranya. ✍🏻,,Disabilitas,0,1,1,1,0,0,1,0,0,True,True,True,True,True,True,True,True,True,PutusanMKMKTOk.!!! . Putusan MKMK Paman Gibran Bersalah Ada yang masih tidak percaya bahwa Putusan MAHKAMAH KONSTITUSI Cacat hukum?? Ayo jadilah manusia yang realistis demi ke adilan Bangsa ini. Bahwa MK sudah dikangkangi Keluarga Pak Lurah untuk melancarkan Putranya. ✍🏻
21366,3-1825,"['20', '23', '31']","Ganjar tegas, U20 tanpa Israel demi dukungan penuh buat Palestina @mojokdotco",,Jewish,0,1,1,1,0,1,0,0,0,True,False,False,False,True,False,True,True,True,"Ganjar tegas, U20 tanpa Israel demi dukungan penuh untuk Palestina @mojokdotco"
21368,3-1827,"['20', '18']",Emang biadap zionis israel yg membom orang2 tak bersalah disaat mereka sedang membagikan air minum kepada warga palestina #israelteroris #savepalestine,,Jewish,0,0,1,1,0,0,0,1,0,True,True,True,True,True,True,False,True,True,Emang biadap zionis israel yg membom orang2 tak bersalah disaat mereka sedang membagikan air minum kepada warga palestina #israelteroris #savepalestine
21369,3-1828,"['20', '23', '31']",Sejak 1967 pejuang Palestina di cap sebagai teroris oleh Israel dan hal yang sama dilakukan oleh Indonesia terhadap pejuang kemerdekaan West Papua di cap sebagai teroris. Jadi apakah Indonesia sedang mendukung Hamas sebagai teroris?,,Jewish,0,0,1,1,0,0,0,0,0,True,True,False,False,True,False,True,False,True,Sejak 1967 pejuang Palestina di cap sebagai teroris oleh Israel dan hal yang sama dilakukan oleh Indonesia terhadap pejuang kemerdekaan West Papua di cap sebagai teroris. Jadi apakah Indonesia sedang mendukung Hamas sebagai teroris?
21380,3-1838,['20'],"Gais yg masih bingung antara konflik israel dan palestina wajib ikut ini nanti malem! Kenapa sih mereka harus perang? Kenapa sih israel segitunya ngejajah palestina? Ini konflik agama atau apa sih? Biar terjawab, cus langsung daftar ya! Ada bang @edgarhamas yang bakal cerita✨️",,Jewish,0,0,0,1,0,0,0,0,0,True,True,True,True,True,True,True,True,True,"Guys yang masih bingung antara konflik Israel dan Palestina wajib ikut ini nanti malam! Kenapa sih mereka harus perang? Kenapa sih Israel segitu ngejajah Palestina? Ini konflik agama atau apa sih? Biar terjawab, cuy langsung daftar ya! Ada bang @edgarhamas yang bakal cerita✨️"
21388,3-1845,['20'],"Omongan Kau terlalu bangsat untuk jadi president. Dmna amerika, dmana PBB, HAM dunia ketika israel bunuh bayi dan warga sipil dari palestina.. Kalera.. Biden panteak amak ang dan anjiang.",,Jewish,0,0,1,1,1,0,1,0,0,True,True,True,True,True,True,True,True,True,"Omongan Kau terlalu bangsat untuk jadi president. Dmna amerika, dmana PBB, HAM dunia ketika israel bunuh bayi dan warga sipil dari palestina.. Kalera.. Biden panteak amak ang dan anjiang."
21420,3-1874,"['20', '18']","yaAllah emosi bgt influencer yg upload2 anak anak israel di socmed trus ngeinfluence pake kata2 # bringtemback seolah2 they're the victim. gprnh liat video anak2 palestina yg berdarah2, badan tanpa kepala, diseret mobil, atau video tentara israel joget2 ngejek palestina kah???!!!",,Jewish,0,0,1,1,0,0,0,1,0,True,True,True,True,False,True,False,True,True,"yaAllah emosi bgt influencer yg upload2 anak anak israel di socmed trus ngeinfluence pake kata2 # bringtemback seolah2 they're the victim. gprnh liat video anak2 palestina yg berdarah2, badan tanpa kepala, diseret mobil, atau video tentara israel joget2 ngejek palestina kah???!!!"
21444,3-1896,['20'],pantesan iman gw lagi aman ternyata setannya di borong Israel,,Jewish,0,0,1,1,0,0,0,1,0,True,True,True,True,True,True,True,True,True,pantesan iman gw lagi aman ternyata setannya di borong Israel
21445,3-1897,"['20', '23', '31']",sumpah org yg bela Israel stress lu semua 11 12 ama setannnnnnn,,Jewish,0,0,1,0,0,0,1,0,0,True,True,False,False,False,True,False,False,True,sumpah orang yang bela Israel stress lu semua 11 12 ama setan
21451,1901-03-01 00:00:00,['20'],"Doktrin Ulama KadRun JONGOS Penjilat Burit Yaman Yahudi Bani Ba'alawi Begal Sejarah Begal Nasab Dzuriyah Nabi Begal Kuburan sang PENGHASUT, PEMBOHONG dan PENIPU ulung ini, ajaran apaan ye KadRun? ISLAM SESAT BEJAT CABUL kayak Rizieq ya @Humairah_922 ?",,Jewish,0,0,1,1,0,0,1,1,0,True,True,True,True,True,True,True,True,True,"Doktrin Ulama KadRun JONGOS Penjilat Burit Yaman Yahudi Bani Ba'alawi Begal Sejarah Begal Nasab Dzuriyah Nabi Begal Kuburan sang PENGHASUT, PEMBOHONG dan PENIPU ulung ini, ajaran apaan ye KadRun? ISLAM SESAT BEJAT CABUL kayak Rizieq ya @Humairah_922 ?"
21459,1909-03-01 00:00:00,['20'],"Tren video viral komunitas #Yahudi #Israel terbaru: mengejek warga #Palestina di Tepi Barat (yg tak ada #Hamas) yang ditawan, disiksa scr tidak manusiawi oleh tentara #Zionis Orang tua Israel meminta anak2 mereka sebagai alat untuk mengejek korban penyiksaan #Palestina ini",,Jewish,0,0,1,1,0,0,1,1,0,True,True,True,True,True,True,True,True,True,"Tren video viral komunitas #Yahudi #Israel terbaru: mengejek warga #Palestina di Tepi Barat (yg tak ada #Hamas) yang ditawan, disiksa scr tidak manusiawi oleh tentara #Zionis Orang tua Israel meminta anak2 mereka sebagai alat untuk mengejek korban penyiksaan #Palestina ini"
21469,1918-03-01 00:00:00,['20'],Baru jadi yatim 7 hari aja udh kesiksa gini apalagi anak anak yg di gaza. Fak lah israel kata gw teh piraku kudu di gerengsengkeun wae iyeu teh,,Jewish,0,0,1,1,0,0,1,1,0,True,True,True,True,True,True,True,True,True,Baru jadi yatim 7 hari aja udh kesiksa gini apalagi anak anak yg di gaza. Fak lah israel kata gw teh piraku kudu di gerengsengkeun wae iyeu teh
21470,1919-03-01 00:00:00,['20'],Israel ntu bukannye perang ame Palestina tapi perang membasmi teroris hammas‼,,Jewish,0,0,1,1,0,0,0,1,0,True,True,True,True,True,True,True,True,True,Israel ntu bukannye perang ame Palestina tapi perang membasmi teroris hammas‼
21474,1922-03-01 00:00:00,['20'],"Ketika mossad gagal memgantisipasi serangan sebab tidak berhasil menyusup ke tubuh HAMAS, masih ada plan B karna seharusnya pertahanan militer israel yg menjaga perbatasan dengan jalur Gaza juga kuat dan ketat, tetapi gampang banget ditembus, apa pada lari begitu lawannya sepadan",,Jewish,0,0,1,1,0,0,1,0,0,True,True,True,True,True,True,True,True,True,"Ketika mossad gagal memgantisipasi serangan sebab tidak berhasil menyusup ke tubuh HAMAS, masih ada plan B karna seharusnya pertahanan militer israel yg menjaga perbatasan dengan jalur Gaza juga kuat dan ketat, tetapi gampang banget ditembus, apa pada lari begitu lawannya sepadan"
21478,1926-03-01 00:00:00,"['20', '18']","Akhirnya Kubu Penguasa Rgm= Luhut JKW PDIP China Oligharky TERTAWA RIANG, BERHASIL..!!! Akhirnya Koalisi Anies Perubahan Hancur. Akhirnya Sekutu Hantu JKW-LBP-SP-MEGA-PRB tetap diatas angin , lanjut berkuasa sampai mati ke neraka. MI sgj di clnkan cawapres nya Anies.",,Tionghoa,0,1,1,1,0,0,1,0,0,True,True,True,True,True,True,True,True,True,"Akhirnya Kubu Penguasa Rgm= Luhut JKW PDIP China Oligharky TERTAWA RIANG, BERHASIL..!!! Akhirnya Koalisi Anies Perubahan Hancur. Akhirnya Sekutu Hantu JKW-LBP-SP-MEGA-PRB tetap diatas angin , lanjut berkuasa sampai mati ke neraka. MI sgj di clnkan cawapres nya Anies."
21490,1937-03-01 00:00:00,['20'],Bukti Kelakuan Zionis ISRAEL mirip seperti Iblis dan 🤣🤣 Yang mendukung Israel Berani bersembunyi di Medsos kalo di dunia nya Palestina Palestina 🤣😂,,Jewish,0,0,1,1,0,0,0,1,0,True,True,True,True,True,True,True,True,True,Bukti Kelakuan Zionis ISRAEL mirip seperti Iblis dan 🤣🤣 Yang mendukung Israel Berani bersembunyi di Medsos kalo di dunia nya Palestina Palestina 🤣😂
21492,1939-03-01 00:00:00,['20'],"Assalamu'alaikum Warahmatullahi Wabarakatuh ⚠️ 𝐈𝐬𝐥𝐚𝐦 𝐁𝐮𝐤𝐚𝐧 𝐍𝐮, 𝐌𝐮𝐡𝐚𝐦𝐦𝐚𝐝𝐢𝐲𝐚𝐡, 𝐏𝐞𝐫𝐬𝐢𝐬, 𝐇𝐓𝐈, 𝐈𝐤𝐡𝐰𝐚𝐧𝐮𝐥 𝐦𝐮𝐬𝐥𝐢𝐦𝐢𝐧, 𝐉𝐚𝐦𝐚𝐚𝐡 𝐓𝐚𝐛𝐥𝐢𝐠𝐡, 𝐈𝐒𝐋𝐀𝐌 𝐘𝐀 𝐈𝐒𝐋𝐀𝐌 .. ‼️  ""Sebagian orang mengira SALAFY adalah sebuah SEKTE, ALIRAN sebagaimana Jama’ah Tabligh, Ahmadiyah, Naqsabandiyah, LDII, dll. Atau sebuah organisasi massa sebagaimana NU, Muhammadiyah, PERSIS, Ikhwanul Muslimin, Hizbut Tahrir, dll. Tidak ada pendiri Salafy melainkan Allah dan Rasul-Nya, tidak ada AD-ART Salafy melainkan Qur’an dan Sunnah dengan pemahaman para sahabat. Wallahu A'lam 🌴 *🎙️𝐔𝐬𝐭𝐚𝐝𝐳 𝐒𝐮𝐛𝐡𝐚𝐧 𝐁𝐚𝐰𝐚𝐳𝐢𝐞𝐫 حفظه الله تعالى* #islamitusatu #islambukanorganisasi #ahlusunnahwaljamaah #repost",,Ahmadiyah,0,0,1,1,0,0,0,1,0,True,True,True,True,True,True,True,True,True,"Assalamu'alaikum Warahmatullahi Wabarakatuh ⚠️ 𝐈𝐬𝐥𝐚𝐦 𝐁𝐮𝐤𝐚𝐧 𝐍𝐮, 𝐌𝐮𝐡𝐚𝐦𝐦𝐚𝐝𝐢𝐲𝐚𝐡, 𝐏𝐞𝐫𝐬𝐢𝐬, 𝐇𝐓𝐈, 𝐈𝐤𝐡𝐰𝐚𝐧𝐮𝐥 𝐦𝐮𝐬𝐥𝐢𝐦𝐢𝐧, 𝐉𝐚𝐦𝐚𝐚𝐡 𝐓𝐚𝐛𝐥𝐢𝐠𝐡, 𝐈𝐒𝐋𝐀𝐌 𝐘𝐀 𝐈𝐒𝐋𝐀𝐌 .. ‼️  ""Sebagian orang mengira SALAFY adalah sebuah SEKTE, ALIRAN sebagaimana Jama’ah Tabligh, Ahmadiyah, Naqsabandiyah, LDII, dll. Atau sebuah organisasi massa sebagaimana NU, Muhammadiyah, PERSIS, Ikhwanul Muslimin, Hizbut Tahrir, dll. Tidak ada pendiri Salafy melainkan Allah dan Rasul-Nya, tidak ada AD-ART Salafy melainkan Qur’an dan Sunnah dengan pemahaman para sahabat. Wallahu A'lam 🌴 *🎙️𝐔𝐬𝐭𝐚𝐝𝐳 𝐒𝐮𝐛𝐡𝐚𝐧 𝐁𝐚𝐰𝐚𝐳𝐢𝐞𝐫 حفظه الله تعالى* #islamitusatu #islambukanorganisasi #ahlusunnahwaljamaah #repost"
21495,1941-03-01 00:00:00,['20'],Polisi zionis menggerebek lingkungan Yahudi yg anti Zionis di Yerusalem utk menurunkan bendera Palestina dan secara brutal menyerang orang² Yahudi anti Zionis. Zionis Iblis 🙄 #IsraelTerrorrist #IsraeliNewNazism #FreePalestine ❤️🇵🇸🇵🇸🇵🇸🤍,,Jewish,0,0,1,1,0,0,0,1,0,True,True,True,True,True,True,True,True,True,Polisi zionis menggerebek lingkungan Yahudi yg anti Zionis di Yerusalem utk menurunkan bendera Palestina dan secara brutal menyerang orang² Yahudi anti Zionis. Zionis Iblis 🙄 #IsraelTerrorrist #IsraeliNewNazism #FreePalestine ❤️🇵🇸🇵🇸🇵🇸🤍
21503,1949-03-01 00:00:00,['20'],Pesan buat kalian zionis Israel laknatullah dan sekutunya #FreePalestine #FreePalestine,,Jewish,0,0,1,1,0,0,0,1,0,True,True,True,True,True,True,True,True,True,Pesan buat kalian zionis Israel laknatullah dan sekutunya #FreePalestine #FreePalestine
21510,1955-03-01 00:00:00,['20'],"Aku dgr berita ini nangis sejadi jadinya, tp kadang2 kalau dgr kata yahudi jadi ketawa teringat pak radi😂 dia lagi bahas tentang yahudi terus si roket telat dtg pas dia masuk kelas lgsg radi blg ‘haa kekgini lah muka2 org yahudi’ HAHAHAHAHHAHAHAHAA",,Jewish,0,0,1,1,0,0,0,1,0,True,True,True,True,True,True,True,True,True,"Aku dgr berita ini nangis sejadi jadinya, tp kadang2 kalau dgr kata yahudi jadi ketawa teringat pak radi😂 dia lagi bahas tentang yahudi terus si roket telat dtg pas dia masuk kelas lgsg radi blg ‘haa kekgini lah muka2 org yahudi’ HAHAHAHAHHAHAHAHAA"
21511,1956-03-01 00:00:00,"['20', '18']","Makin dikorek kasusnya semakin gila fakta , cuci bersih dan 'cuci gudang' buat BPK... Pecat menteri Korup seret ke penjara!",,Disabilitas,0,0,1,1,0,0,0,0,0,True,True,True,True,True,False,False,True,True,"Makin dikorek kasusnya semakin gila fakta , cuci bersih dan 'cuci gudang' buat BPK... Pecat menteri Korup seret ke penjara!"
21522,1966-03-01 00:00:00,"['20', '23', '31']","Ada tokoh Yahudi pesek di Indonesia, bilang bahwa kezaliman Israel zionis dg menjajah tanah Palestina, "" itu bukan urusan kita"". Hendaklah tokoh Yahudi pesek itu tahu, bahwa PERSAUDARAAN SE IMAN SE AQIDAH adalah lebih kuat dari persaudaraaan sebangsa setanah air. #FreePalestine",,Jewish,0,0,1,1,0,0,1,0,0,True,True,True,True,False,False,False,False,True,"Ada tokoh Yahudi pesek di Indonesia, bilang bahwa kezaliman Israel zionis dg menjajah tanah Palestina, "" itu bukan urusan kita"". Hendaklah tokoh Yahudi pesek itu tahu, bahwa PERSAUDARAAN SE IMAN SE AQIDAH adalah lebih kuat dari persaudaraaan sebangsa setanah air. #FreePalestine"
